version,id,name,tier,rarity,types,pe,ability,moves,img
Stardust V3,1-3-070,Haxorus,★2~4 Pokémon,2★-4★ standard pool,,,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver3/pm_en_1-3-070_f.jpg
Stardust V3,R-1-1,Pikachu,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)",,,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver3/pm_en_R-1-1_f.jpg
Stardust V3,R-1-2,Lucario,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)",,,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver3/pm_en_R-1-2_f.jpg
Stardust V3,R-1-3,Snorlax,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)",,,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver3/pm_en_R-1-3_f.jpg
Stardust V2,1-2-001,Kyogre,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Water,152,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-001_f.jpg
Stardust V2,1-2-002,Groudon,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Ground,152,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-002_f.jpg
Stardust V2,1-2-003,Koraidon,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Fighting, Dragon",162,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-003_f.jpg
Stardust V2,1-2-004,Pikachu,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Electric,102,,"Thunderbolt, Gigavolt Havoc",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-004_f.jpg
Stardust V2,1-2-005,Snorlax,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Normal,144,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-005_f.jpg
Stardust V2,1-2-006,Kommo-o,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Dragon, Fighting",158,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-006_f.jpg
Stardust V2,1-2-007,Gardevoir,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Psychic, Fairy",124,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-007_f.jpg
Stardust V2,1-2-008,Reshiram,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Dragon, Fire",162,,Fusion Flare,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-008_f.jpg
Stardust V2,1-2-009,Zekrom,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Dragon, Electric",162,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-009_f.jpg
Stardust V2,1-2-010,Kyurem,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Dragon, Ice",156,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-010_f.jpg
Stardust V2,1-2-011,Jolteon,Star Pokémon,5★ Star (holofoil),Electric,108,,Thunderbolt,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-011_f.jpg
Stardust V2,1-2-012,Espeon,Star Pokémon,5★ Star (holofoil),Psychic,112,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-012_f.jpg
Stardust V2,1-2-013,Leafeon,Star Pokémon,5★ Star (holofoil),Grass,114,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-013_f.jpg
Stardust V2,1-2-014,Sylveon,Star Pokémon,5★ Star (holofoil),Fairy,116,,Moonblast,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-014_f.jpg
Stardust V2,1-2-015,Lucario,Star Pokémon,5★ Star (holofoil),"Fighting, Steel",118,Mega Evolution,Aura Sphere,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-015_f.jpg
Stardust V2,1-2-016,Torterra,Star Pokémon,5★ Star (holofoil),"Grass, Ground",112,Z-Move,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-016_f.jpg
Stardust V2,1-2-017,Infernape,Star Pokémon,5★ Star (holofoil),"Fire, Fighting",114,Z-Move,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-017_f.jpg
Stardust V2,1-2-018,Empoleon,Star Pokémon,5★ Star (holofoil),"Water, Steel",114,Z-Move,"Flash Cannon, Corkscrew Crash",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-018_f.jpg
Stardust V2,1-2-019,Alolan Ninetales,Star Pokémon,5★ Star (holofoil),"Ice, Fairy",122,Z-Move,"Blizzard, Subzero Slammer",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-019_f.jpg
Stardust V2,1-2-020,Tyranitar,Star Pokémon,5★ Star (holofoil),"Rock, Dark",132,Dynamax,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-020_f.jpg
Stardust V2,1-2-021,Metagross,Star Pokémon,5★ Star (holofoil),"Steel, Psychic",132,Dynamax,Meteor Mash,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-021_f.jpg
Stardust V2,1-2-022,Flapple,Star Pokémon,5★ Star (holofoil),"Grass, Dragon",110,,Dragon Rush,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-022_f.jpg
Stardust V2,1-2-023,Appletun,Star Pokémon,5★ Star (holofoil),"Grass, Dragon",110,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-023_f.jpg
Stardust V2,1-2-024,Alcremie,Star Pokémon,5★ Star (holofoil),Fairy,112,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-024_f.jpg
Stardust V2,1-2-025,Drednaw,Star Pokémon,5★ Star (holofoil),"Water, Rock",104,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-025_f.jpg
Stardust V2,1-2-026,Meowscarada,★2~4 Pokémon,2★-4★ standard pool,"Grass, Dark",92,,Night Slash,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-026_f.jpg
Stardust V2,1-2-027,Skeledirge,★2~4 Pokémon,2★-4★ standard pool,"Fire, Ghost",92,,Hex,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-027_f.jpg
Stardust V2,1-2-028,Quaquaval,★2~4 Pokémon,2★-4★ standard pool,"Water, Fighting",92,,Low Sweep,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-028_f.jpg
Stardust V2,1-2-029,Charcadet,★2~4 Pokémon,2★-4★ standard pool,Fire,40,,Ember,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-029_f.jpg
Stardust V2,1-2-030,Frigibax,★2~4 Pokémon,2★-4★ standard pool,"Dragon, Ice",48,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-030_f.jpg
Stardust V2,1-2-031,Pawmi,★2~4 Pokémon,2★-4★ standard pool,Electric,40,,Scratch,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-031_f.jpg
Stardust V2,1-2-032,Turtwig,★2~4 Pokémon,2★-4★ standard pool,Grass,44,,Absorb,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-032_f.jpg
Stardust V2,1-2-033,Grotle,★2~4 Pokémon,2★-4★ standard pool,Grass,64,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-033_f.jpg
Stardust V2,1-2-034,Torterra,★2~4 Pokémon,2★-4★ standard pool,"Grass, Ground",92,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-034_f.jpg
Stardust V2,1-2-035,Chimchar,★2~4 Pokémon,2★-4★ standard pool,Fire,42,,Ember,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-035_f.jpg
Stardust V2,1-2-036,Monferno,★2~4 Pokémon,2★-4★ standard pool,"Fire, Fighting",64,,Mach Punch,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-036_f.jpg
Stardust V2,1-2-037,Infernape,★2~4 Pokémon,2★-4★ standard pool,"Fire, Fighting",92,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-037_f.jpg
Stardust V2,1-2-038,Piplup,★2~4 Pokémon,2★-4★ standard pool,Water,44,,Bubble,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-038_f.jpg
Stardust V2,1-2-039,Prinplup,★2~4 Pokémon,2★-4★ standard pool,Water,64,,Bubble Beam,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-039_f.jpg
Stardust V2,1-2-040,Empoleon,★2~4 Pokémon,2★-4★ standard pool,"Water, Steel",92,,Steel Wing,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-040_f.jpg
Stardust V2,1-2-041,Vaporeon,★2~4 Pokémon,2★-4★ standard pool,Water,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-041_f.jpg
Stardust V2,1-2-042,Flareon,★2~4 Pokémon,2★-4★ standard pool,Fire,90,,Lava Plume,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-042_f.jpg
Stardust V2,1-2-043,Umbreon,★2~4 Pokémon,2★-4★ standard pool,Dark,92,,Bite,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-043_f.jpg
Stardust V2,1-2-044,Glaceon,★2~4 Pokémon,2★-4★ standard pool,Ice,94,,Freeze-Dry,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-044_f.jpg
Stardust V2,1-2-045,Yamper,★2~4 Pokémon,2★-4★ standard pool,Electric,38,,Nuzzle,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-045_f.jpg
Stardust V2,1-2-046,Boltund,★2~4 Pokémon,2★-4★ standard pool,Electric,84,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-046_f.jpg
Stardust V2,1-2-047,Pidgey,★2~4 Pokémon,2★-4★ standard pool,"Normal, Flying",36,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-047_f.jpg
Stardust V2,1-2-048,Pidgeotto,★2~4 Pokémon,2★-4★ standard pool,"Normal, Flying",54,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-048_f.jpg
Stardust V2,1-2-049,Pidgeot,★2~4 Pokémon,2★-4★ standard pool,"Normal, Flying",82,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-049_f.jpg
Stardust V2,1-2-050,Alolan Sandshrew,★2~4 Pokémon,2★-4★ standard pool,"Ice, Steel",40,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-050_f.jpg
Stardust V2,1-2-051,Alolan Sandslash,★2~4 Pokémon,2★-4★ standard pool,"Ice, Steel",78,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-051_f.jpg
Stardust V2,1-2-052,Bronzor,★2~4 Pokémon,2★-4★ standard pool,"Steel, Psychic",42,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-052_f.jpg
Stardust V2,1-2-053,Bronzong,★2~4 Pokémon,2★-4★ standard pool,"Steel, Psychic",74,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-053_f.jpg
Stardust V2,1-2-054,Trapinch,★2~4 Pokémon,2★-4★ standard pool,Ground,40,,Sand Tomb,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-054_f.jpg
Stardust V2,1-2-055,Vibrava,★2~4 Pokémon,2★-4★ standard pool,"Ground, Dragon",58,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-055_f.jpg
Stardust V2,1-2-056,Flygon,★2~4 Pokémon,2★-4★ standard pool,"Ground, Dragon",96,,Dragon Claw,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-056_f.jpg
Stardust V2,1-2-057,Wingull,★2~4 Pokémon,2★-4★ standard pool,"Water, Flying",38,,Gust,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-057_f.jpg
Stardust V2,1-2-058,Pelipper,★2~4 Pokémon,2★-4★ standard pool,"Water, Flying",70,,Air Slash,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-058_f.jpg
Stardust V2,1-2-059,Jynx,★2~4 Pokémon,2★-4★ standard pool,"Ice, Psychic",68,,Avalanche,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-059_f.jpg
Stardust V2,1-2-060,Abra,★2~4 Pokémon,2★-4★ standard pool,Psychic,42,,Hidden Power,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-060_f.jpg
Stardust V2,1-2-061,Kadabra,★2~4 Pokémon,2★-4★ standard pool,Psychic,62,,Psybeam,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-061_f.jpg
Stardust V2,1-2-062,Alakazam,★2~4 Pokémon,2★-4★ standard pool,Psychic,88,,Psychic,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-062_f.jpg
Stardust V2,1-2-063,Drifloon,★2~4 Pokémon,2★-4★ standard pool,"Ghost, Flying",56,,Astonish,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-063_f.jpg
Stardust V2,1-2-064,Drifblim,★2~4 Pokémon,2★-4★ standard pool,"Ghost, Flying",88,,Hex,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-064_f.jpg
Stardust V2,1-2-065,Mareanie,★2~4 Pokémon,2★-4★ standard pool,"Poison, Water",54,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-065_f.jpg
Stardust V2,1-2-066,Togedemaru,★2~4 Pokémon,2★-4★ standard pool,"Electric, Steel",68,,Spark,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-066_f.jpg
Stardust V2,1-2-067,Ralts,★2~4 Pokémon,2★-4★ standard pool,"Psychic, Fairy",32,,Disarming Voice,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-067_f.jpg
Stardust V2,1-2-068,Kirlia,★2~4 Pokémon,2★-4★ standard pool,"Psychic, Fairy",50,,Draining Kiss,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-068_f.jpg
Stardust V2,1-2-069,Gardevoir,★2~4 Pokémon,2★-4★ standard pool,"Psychic, Fairy",96,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-069_f.jpg
Stardust V2,1-2-070,Onix,★2~4 Pokémon,2★-4★ standard pool,"Rock, Ground",64,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_1-2-070_f.jpg
Stardust V2,R-1-1,Pikachu,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)",Electric,96,Dynamax,"Thunderbolt, Lightning",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_R-1-1_f.jpg
Stardust V2,R-1-2,Lucario,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)","Fighting, Steel",102,Dynamax,"Focus Blast, Max Knuckle",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_R-1-2_f.jpg
Stardust V2,R-1-3,Snorlax,Regular Tags,"Regular (series-wide reprint, incl. G-Max forms)",Normal,104,Dynamax,"Giga Impact, Max Strike",https://webassets-pokemonmezastar.marv.jp/assets/img/ver2/pm_en_R-1-3_f.jpg
Stardust V1,1-1-001,Mewtwo,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Psychic,158,,Psystrike,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-001_f.png
Stardust V1,1-1-002,Mew,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Psychic,142,,Psychic,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-002_f.png
Stardust V1,1-1-003,Zacian,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Fairy, Steel",162,,Behemoth Blade,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-003_f.png
Stardust V1,1-1-004,Zamazenta,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Fighting, Steel",162,,Behemoth Bash,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-004_f.png
Stardust V1,1-1-005,Tyranitar,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Rock, Dark",144,,"Stone Edge, Rockfall",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-005_f.png
Stardust V1,1-1-006,Metagross,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Steel, Psychic",144,,"Meteor Mash, Max Steelspike",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-006_f.png
Stardust V1,1-1-007,Miraidon,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Electric, Dragon",162,,Electro Drift,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-007_f.png
Stardust V1,1-1-008,Venusaur,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Grass, Poison",122,,Leaf Storm,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-008_f.png
Stardust V1,1-1-009,Charizard,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)","Fire, Flying",124,,Flamethrower,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-009_f.png
Stardust V1,1-1-010,Blastoise,Superstar Pokémon,"6★ Superstar (rarest, rainbow lamé)",Water,124,,Hydro Pump,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-010_f.png
Stardust V1,1-1-011,Vaporeon,Star Pokémon,5★ Star (holofoil),Water,108,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-011_f.png
Stardust V1,1-1-012,Flareon,Star Pokémon,5★ Star (holofoil),Fire,108,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-012_f.png
Stardust V1,1-1-013,Umbreon,Star Pokémon,5★ Star (holofoil),Dark,112,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-013_f.png
Stardust V1,1-1-014,Glaceon,Star Pokémon,5★ Star (holofoil),Ice,114,,Blizzard,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-014_f.png
Stardust V1,1-1-015,Pidgeot,Star Pokémon,5★ Star (holofoil),"Normal, Flying",100,Mega Evolution,Hurricane,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-015_f.png
Stardust V1,1-1-016,Gengar,Star Pokémon,5★ Star (holofoil),"Ghost, Poison",108,Mega Evolution,Shadow Ball,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-016_f.png
Stardust V1,1-1-017,Arcanine,Star Pokémon,5★ Star (holofoil),Fire,114,Z-Move,"Fire Blast, Inferno Overdrive",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-017_f.png
Stardust V1,1-1-018,Rhyperior,Star Pokémon,5★ Star (holofoil),"Ground, Rock",110,Z-Move,"Earthquake, Tectonic Rage",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-018_f.png
Stardust V1,1-1-019,Pikachu,Star Pokémon,5★ Star (holofoil),Electric,96,Dynamax,"Thunderbolt, Max Lightning",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-019_f.png
Stardust V1,1-1-020,Flygon,Star Pokémon,5★ Star (holofoil),"Ground, Dragon",114,Dynamax,"Earthquake, Max Quake",https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-020_f.png
Stardust V1,1-1-021,Rillaboom,Star Pokémon,5★ Star (holofoil),Grass,108,,Drum beating,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-021_f.png
Stardust V1,1-1-022,Cinderace,Star Pokémon,5★ Star (holofoil),Fire,108,,Pyro Ball,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-022_f.png
Stardust V1,1-1-023,Inteleon,Star Pokémon,5★ Star (holofoil),Water,108,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-023_f.png
Stardust V1,1-1-024,Obstagoon,Star Pokémon,5★ Star (holofoil),"Dark, Normal",112,,Throat Chop,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-024_f.png
Stardust V1,1-1-025,Keldeo,Star Pokémon,5★ Star (holofoil),"Water, Fighting",122,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-025_f.png
Stardust V1,1-1-026,Sprigatito,★2~4 Pokémon,2★-4★ standard pool,Grass,48,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-026_f.png
Stardust V1,1-1-027,Floragato,★2~4 Pokémon,2★-4★ standard pool,Grass,84,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-027_f.png
Stardust V1,1-1-028,Fuecoco,★2~4 Pokémon,2★-4★ standard pool,Fire,48,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-028_f.png
Stardust V1,1-1-029,Crocalor,★2~4 Pokémon,2★-4★ standard pool,Fire,84,,Incinerate,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-029_f.png
Stardust V1,1-1-030,Quaxly,★2~4 Pokémon,2★-4★ standard pool,Water,48,,Water Gun,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-030_f.png
Stardust V1,1-1-031,Quaxwell,★2~4 Pokémon,2★-4★ standard pool,Water,84,,Water Pulse,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-031_f.png
Stardust V1,1-1-032,Grookey,★2~4 Pokémon,2★-4★ standard pool,Grass,42,,Branch Poke,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-032_f.png
Stardust V1,1-1-033,Thwackey,★2~4 Pokémon,2★-4★ standard pool,Grass,64,,Razor Leaf,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-033_f.png
Stardust V1,1-1-034,Rillaboom,★2~4 Pokémon,2★-4★ standard pool,Grass,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-034_f.png
Stardust V1,1-1-035,Scorbunny,★2~4 Pokémon,2★-4★ standard pool,Fire,42,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-035_f.png
Stardust V1,1-1-036,Raboot,★2~4 Pokémon,2★-4★ standard pool,Fire,64,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-036_f.png
Stardust V1,1-1-037,Cinderace,★2~4 Pokémon,2★-4★ standard pool,Fire,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-037_f.png
Stardust V1,1-1-038,Sobble,★2~4 Pokémon,2★-4★ standard pool,Water,42,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-038_f.png
Stardust V1,1-1-039,Drizzile,★2~4 Pokémon,2★-4★ standard pool,Water,64,,Water Pulse,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-039_f.png
Stardust V1,1-1-040,Inteleon,★2~4 Pokémon,2★-4★ standard pool,Water,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-040_f.png
Stardust V1,1-1-041,Dedenne,★2~4 Pokémon,2★-4★ standard pool,"Electric, Fairy",52,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-041_f.png
Stardust V1,1-1-042,Pikachu,★2~4 Pokémon,2★-4★ standard pool,Electric,60,,Spark,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-042_f.png
Stardust V1,1-1-043,Raichu,★2~4 Pokémon,2★-4★ standard pool,Electric,84,,Thunder,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-043_f.png
Stardust V1,1-1-044,Eevee,★2~4 Pokémon,2★-4★ standard pool,Normal,60,,Swift,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-044_f.png
Stardust V1,1-1-045,Jolteon,★2~4 Pokémon,2★-4★ standard pool,Electric,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-045_f.png
Stardust V1,1-1-046,Espeon,★2~4 Pokémon,2★-4★ standard pool,Psychic,92,,Psybeam,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-046_f.png
Stardust V1,1-1-047,Leafeon,★2~4 Pokémon,2★-4★ standard pool,Grass,94,,Razor Leaf,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-047_f.png
Stardust V1,1-1-048,Sylveon,★2~4 Pokémon,2★-4★ standard pool,Fairy,96,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-048_f.png
Stardust V1,1-1-049,Sneasel,★2~4 Pokémon,2★-4★ standard pool,"Dark, Ice",66,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-049_f.png
Stardust V1,1-1-050,Weavile,★2~4 Pokémon,2★-4★ standard pool,"Dark, Ice",90,,Night Slash,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-050_f.png
Stardust V1,1-1-051,Golett,★2~4 Pokémon,2★-4★ standard pool,"Ground, Ghost",42,,Astonish,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-051_f.png
Stardust V1,1-1-052,Golurk,★2~4 Pokémon,2★-4★ standard pool,"Ground, Ghost",72,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-052_f.png
Stardust V1,1-1-053,Slowpoke,★2~4 Pokémon,2★-4★ standard pool,"Water, Psychic",42,,Water Gun,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-053_f.png
Stardust V1,1-1-054,Slowbro,★2~4 Pokémon,2★-4★ standard pool,"Water, Psychic",84,,Water Pulse,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-054_f.png
Stardust V1,1-1-055,Mudbray,★2~4 Pokémon,2★-4★ standard pool,Ground,62,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-055_f.png
Stardust V1,1-1-056,Mudsdale,★2~4 Pokémon,2★-4★ standard pool,Ground,90,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-056_f.png
Stardust V1,1-1-057,Galarian Zigzagoon,★2~4 Pokémon,2★-4★ standard pool,"Dark, Normal",36,,Payback,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-057_f.png
Stardust V1,1-1-058,Galarian Linoone,★2~4 Pokémon,2★-4★ standard pool,"Dark, Normal",64,,,https://webassets-pokemonmezastar.marv.jp/assets/img/ver1/pm_en_1-1-058_f.png
